date,metric,dq_id,note
2026-08-04,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-04,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-04,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-05,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-05,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-05,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-05,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-05,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-05,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-05,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-05,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-05,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-05,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-05,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-05,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-05,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-06,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-06,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-06,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-06,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-06,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-06,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-06,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-06,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-06,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-06,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-06,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-06,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-06,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-07,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-07,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-07,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-07,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-07,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-07,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-07,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-07,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-07,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-07,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-07,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-07,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-07,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-08,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-08,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-08,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-08,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-08,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-08,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-08,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-08,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-08,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-08,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-08,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-08,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-08,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-09,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-09,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-09,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-09,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-09,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-09,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-09,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-09,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-09,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-09,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-09,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-09,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-09,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-10,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-10,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-10,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-10,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-10,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-10,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-10,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-10,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-10,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-10,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-10,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-10,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-10,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-11,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-11,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-11,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-11,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-11,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-11,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-11,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-11,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-11,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-11,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-11,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-11,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-11,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-12,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-12,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-12,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-12,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-12,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-12,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-12,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-12,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-12,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-12,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-12,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-12,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-12,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-13,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-13,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-13,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-13,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-13,change.followup_7d.pct,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-13,change.followup_7d.pct,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-13,change.segment.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-13,change.segment.num,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-13,change.segment.pct,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-13,change.stalled_30d.count,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-13,change.stalled_30d.den,DQ-S6,"Depressed by the same manual cleanup: the sweep reset activity dates, so genuinely stalled records stopped counting as stalled. Runs to 16 Aug, not 10 Aug — a timestamp reset on 04 Aug is only 12 days old on the 16th, so no swept record can re-enter a >30-day count anywhere in this window. It ends on the 16th only because the metric repoints to a different column on the 17th."
2026-08-13,operational.sla_48h.count,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-13,operational.sla_48h.den,not-comparable,Before the 2026-08-17 repoint — a real reading off a different definition. Excluded from this metric's trend on the dashboard; do not join it to later points.
2026-08-14,change.followup_7d.den,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-14,change.followup_7d.den,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
2026-08-14,change.followup_7d.num,DQ-S6,"Inflated by a manual CRM cleanup, not follow-up effort. The old definition counted any row edit, so a sweep of dead quotes reset the activity date on nearly every record. Peak 04-10 Aug (~99%); then a DECAYING residual 11-16 Aug (46 -> 25%) as swept records age out of the 7-day window. Ends 16 Aug because the metric repoints on the 17th. Not a peak to measure a later decline against."
2026-08-14,change.followup_7d.num,not-comparable,Before the 2026-08-27 definition change — a real reading of a different measure. Kept on the dashboard with the line broken at that date; do not join it to later points.
